rps3	phylum_merge	A5-S03	A5-S04	KW1-S05	KW1-S08	KW1-S11	KW1-S15	KW1-S21
k141_70894_4	Thaumarchaeota	0.117922884	0.041486075	0.086958859	0.04562812	0.013907431	0.045800444	0.041009616
k141_7090289_1	Acidobacteria	0.013690092	0.040416644	0.024822743	0.039029972	0.036995251	0.026623042	0.036285998
k141_710231_4	Acidobacteria	0.050797096	0.068917187	0.070788164	0.04521472	0.048481762	0.051776097	0.057870422
k141_7113073_1	Planctomycetes	0.011784195	0.012440468	0.011878826	0.024404803	0.014559633	0.013855179	0.006121942
k141_7127976_1	Gemmatimonadetes	0.012864104	0.025995797	0.010125169	0.017310074	0.038448194	0.029116714	0.027866779
k141_7135539_1	Planctomycetes	0.043625872	0.026254616	0.030205351	0.040780536	0.035134706	0.030275356	0.036102938
k141_7135581_4	Chloroflexi	0.006434557	0.007835894	0.012546688	0.009085905	0.02360625	0.017781718	0.011111428
k141_7137467_5	other	0.009903451	0.01269909	0.019461777	0.013684201	0.053840452	0.014457191	0.020383235
k141_7137871_6	Acidobacteria	0.020784831	0.011020936	0.007892536	0.009904182	0.014081022	0.013427553	0.002928632
k141_7151018_1	Alphaproteobacteria	0.012614736	0.007719362	0.008502239	0.001565241	0.013997322	0.003296811	0.007524394
k141_7152431_1	Gammaproteobacteria	0.026228478	0.021602783	0.030157754	0.023593795	0.019150934	0.036271198	0.025294702
k141_7154570_4	Gammaproteobacteria	0.005460014	0.031838141	0.02565573	0.013553077	0.032729016	0.022983738	0.018230616
k141_7158194_1	Planctomycetes	0.005834725	0.008250136	0.007843207	0.033153552	0.022838571	0.018705423	0.016077141
k141_7169521_1	Planctomycetes	0.00211764	0.007073992	0.010083693	0.00526041	0.008368671	0.014050774	0.006962209
k141_7176268_7	Gammaproteobacteria	0.027613644	0.028285375	0.018529147	0.006180707	0.001736095	0.008737888	0.008046939
k141_717727_3	Gammaproteobacteria	0.330737019	0.388770858	0.278768428	0.344951385	0.360563837	0.300074268	0.296546271
k141_7182340_3	Chloroflexi	0	0.001582879	0.001376001	0.011789615	0.003545988	0.0051294	0.002674487
k141_7183201_3	Alphaproteobacteria	0.033989469	0.004209799	0.006442199	0.022877415	0.008471834	0.018657968	0.013806753
k141_7184606_9	Planctomycetes	0.006474553	0.004469184	0.003648641	0.001203837	0.001184167	0.051895056	0.001900179
k141_7187904_3	Planctomycetes	0.023537265	0.017798789	0.019162909	0.016561806	0.03179032	0.056908222	0.032623287
k141_7191064_4	unclassify	0.03251444	0.018166505	0.021281333	0.01526429	0.013297456	0.003962901	0.011123434
k141_719676_4	Acidobacteria	0.043137758	0.028444908	0.027085032	0.056686273	0.057483344	0.052128079	0.043954273
k141_719968_2	Gemmatimonadetes	0.022672468	0.015898893	0.030983621	0.027163545	0.028656991	0.031940186	0.031902378
k141_7202078_5	Alphaproteobacteria	0.047090723	0.043430008	0.055515175	0.017166744	0.010771161	0.023590043	0.02215311
k141_7203128_1	unclassify	0.026082084	0.036079738	0.042001471	0.031955479	0.021096349	0.025335458	0.023890634
k141_7203597_2	Chloroflexi	0.024446075	0.024193318	0.02503802	0.020271244	0.030190619	0.020300014	0.016252896
k141_7205095_1	Acidobacteria	0.026522452	0.020465289	0.025857948	0.038575889	0.077707471	0.049342977	0.056001616
k141_7209430_7	Acidobacteria	0.035663671	0.013117944	0.028197293	0.040280066	0.060520873	0.036491787	0.029505725
k141_7210785_1	Planctomycetes	0.008818412	0.010969589	0.00984482	0.00759916	0.009638339	0.012576018	0.003479098
k141_7218847_3	Planctomycetes	0.004366215	0.015395676	0.006068149	0.006416463	0.002588218	0.006944387	0.035184887
k141_7223788_4	unclassify	0.027618715	0.041218514	0.035481857	0.031331983	0.048297135	0.059258465	0.041608617
k141_7228772_7	unclassify	0.017006228	0.032922153	0.008225086	0.010497369	0.009003087	0.009778089	0.015196958
k141_7241352_1	Gemmatimonadetes	0.054718297	0.043774534	0.037204723	0.035249402	0.043236142	0.039259804	0.050555589
k141_7242296_4	Planctomycetes	0.017625187	0.003895919	0.006875417	0.014371459	0.040759568	0.009776829	0.010607473
k141_7243978_3	Nitrospirae	0.121636037	0.0990673	0.07568832	0.065832348	0.035509734	0.054877727	0.056255028
k141_7249694_4	Gemmatimonadetes	0.016361482	0.026353841	0.023791509	0.016427051	0.029486103	0.020044015	0.021252804
k141_7255435_7	Alphaproteobacteria	0.023378647	0.025186963	0.019385295	0.04068424	0.039845236	0.042745437	0.037513708
k141_7261841_1	unclassify	0.038221424	0.028395725	0.037301399	0.031204633	0.031967385	0.022647112	0.035274152
k141_7267358_2	Chloroflexi	0.014586812	0.015159625	0.008530041	0.014964296	0.018287325	0.019627186	0.036936317
k141_7267731_18	unclassify	0.026205069	0.029748531	0.038715021	0.022357221	0.035558586	0.022047697	0.034230001
k141_7272263_3	Gammaproteobacteria	0.057844135	0.015905475	0.022054272	0.016646754	0.010257673	0.01060869	0.007513986
k141_7289133_1	Chloroflexi	0	0.005852351	0.002685645	0.00699899	0.016562062	0.034032325	0.00710648
k141_7294370_1	Planctomycetes	0.006740064	0.009577911	0.024132354	0.009251582	0.00797557	0.007196567	0.005318269
k141_730184_5	Bacteroidetes	0.050203897	0.047441319	0.052366468	0.045925733	0.039897669	0.048328778	0.039275862
k141_730383_6	Acidobacteria	0.037964044	0.022680156	0.02622416	0.051725143	0.032674712	0.048156252	0.053964435
k141_7305877_1	Alphaproteobacteria	0.039012999	0.024302371	0.012917225	0.00981361	0.014274213	0.029115963	0.015602876
k141_7310072_2	Chloroflexi	0.009415351	0.002995434	0.006435452	0.024257902	0.004252389	0.009740411	0.011497592
k141_7312354_2	Thaumarchaeota	0.024868949	0.00217372	0.039020059	0.009359596	0.02198678	0.004745409	0.011552605
k141_7318124_6	Alphaproteobacteria	0.186901723	0.207325915	0.164823405	0.22795244	0.165332838	0.172872077	0.238902143
k141_7318892_1	Actinobacteria	0.035434914	0.050245036	0.054342046	0.050969342	0.037803365	0.056791486	0.053968612
k141_7320361_3	Acidobacteria	0.020096112	0.010020909	0.014225736	0.012500424	0.00866564	0.019273661	0.004730538
k141_7324389_1	Gemmatimonadetes	0.018134084	0.010261385	0.018318891	0.007813413	0.008169677	0.006732456	0.018688105
k141_732481_3	Planctomycetes	0.009425859	0.005791519	0.006076064	0.006353096	0.020514451	0.016392094	0.006157999
k141_732916_1	unclassify	0.009582429	0.004217215	0.005523539	0.017374542	0.011620273	0.006158389	0.012322705
k141_7332197_1	Acidobacteria	0.060173949	0.077767567	0.083394746	0.054917351	0.070779115	0.060035865	0.089885197
k141_7332797_1	Acidobacteria	0.020007622	0.008634566	0.004655952	0.010301894	0.026396218	0	0.017246388
k141_7343554_6	unclassify	0.007472552	0.007835941	0.009910713	0.005899034	0.005279227	0.005628716	0.00373711
k141_7343657_5	unclassify	0.019134479	0.021931625	0.023680986	0.015486176	0.009942635	0.02090172	0.008271649
k141_7347430_3	Bacteroidetes	0.022871945	0.012105556	0.026836856	0.017798995	0.009566971	0.009434927	0.020508161
k141_7349979_2	Planctomycetes	0.009430803	0.01891115	0.009965063	0.029010662	0.020004055	0.025976821	0.031961786
k141_7359016_4	Chloroflexi	0.012550737	0.005552084	0.010258465	0.009881312	0.013437303	0.011622545	0.025873792
k141_7359771_2	Alphaproteobacteria	0.019684814	0.030161017	0.025003127	0.031203736	0.034346235	0.037539572	0.03724429
k141_7363237_20	Gammaproteobacteria	0.136995093	0.131384839	0.126732504	0.145543999	0.144179306	0.191087514	0.147341451
k141_7368844_2	Chloroflexi	0.019810029	0.022075327	0.030050393	0.029052144	0.018126793	0.024409823	0.02595518
k141_737813_5	unclassify	0.035391568	0.00670628	0.013889384	0.003721386	0.004394027	0.006950149	0.005228749
k141_738412_1	Chloroflexi	0.005883686	0.004420289	0.003380351	0.002129307	0.003137573	0.005403918	0.008632516
k141_7390817_4	unclassify	0.02080053	0.03344807	0.061229143	0.023216631	0.016307178	0.021079294	0.025797938
k141_7392199_15	Gammaproteobacteria	0.089970623	0.100629092	0.13628849	0.07338437	0.147125592	0.151528717	0.147784597
k141_7396954_3	Thaumarchaeota	0.032674082	0.050753626	0.053008342	0.048584022	0.016023747	0.033780154	0.036787896
k141_7398303_3	Acidobacteria	0.016944225	0.012544038	0.015373643	0.024415328	0.008103965	0.005467959	0.010006788
k141_7403811_3	Alphaproteobacteria	0.038929927	0.05399982	0.050982087	0.055145542	0.049593756	0.044182371	0.049560165
k141_7406573_4	Thaumarchaeota	0.459753828	0.790693528	0.719198339	0.486203484	0.480084299	0.631021177	0.636656865
k141_7416493_4	Planctomycetes	0.046553178	0.033618218	0.029294263	0.03532251	0.028682217	0.019832885	0.017411104
k141_7427654_2	Bacteroidetes	0.039133606	0.039140222	0.025212606	0.029857832	0.047181712	0.027594561	0.028929931
k141_7448582_1	Planctomycetes	0.017947165	0.016321502	0.009262572	0.011165063	0.037288477	0.032767239	0.009547229
k141_745355_1	Alphaproteobacteria	0.006036895	0.003564749	0.00382929	0.002955807	0.003795451	0.003305557	0.01439705
k141_745809_1	Gammaproteobacteria	0.005109277	0.00133751	0.001436767	0.002218064	0.010944997	0.002969949	0.001184737
k141_747686_1	unclassify	0.009769804	0.007854333	0.006788556	0.010080854	0.021307128	0.017297756	0.027622208
k141_7477133_4	Thaumarchaeota	0.089380232	0.061422902	0.086512173	0.030450199	0.016762004	0.014795317	0.021843078
k141_7478791_3	Gammaproteobacteria	0.031304262	0.040992677	0.017933717	0.004459468	0.002385938	0.01252376	0.005160872
k141_7482781_1	Chloroflexi	0.019531844	0.006590534	0.005997449	0.009836492	0.016840938	0.010359127	0.024785428
k141_7485488_1	Gammaproteobacteria	0.010199964	0.012926129	0.018300816	0.006063096	0.012323067	0.009218929	0.0187794
k141_7487033_1	Chloroflexi	0.157863926	0.170142966	0.172557894	0.165156124	0.149829178	0.180389175	0.182450543
k141_749325_1	Gammaproteobacteria	0.026562944	0.034298251	0.030851809	0.021760384	0.012350937	0.025800671	0.018780762
k141_7496566_3	Thaumarchaeota	0.320503349	0.52939785	0.574493367	0.384456289	0.316767253	0.336517528	0.371854674
k141_7497703_3	Planctomycetes	0.00760021	0.004835917	0.006926388	0.012029489	0.00343259	0.003679939	0.01874053
k141_7501297_3	Gemmatimonadetes	0.012250166	0.019324172	0.020671005	0.036725342	0.062718517	0.041689942	0.02416508
k141_7504076_6	Chloroflexi	0.005958426	0.003460215	0.004092108	0.017302518	0.007886563	0.010349118	0.007357834
k141_7511131_2	Bacteroidetes	0.104359741	0.119831784	0.097824378	0.116732329	0.172942706	0.127661435	0.13840007
k141_7514411_4	Planctomycetes	0.00268224	0.002816014	0	0.008750255	0.005814807	0.02181463	0.006387085
k141_7524783_1	Alphaproteobacteria	0.025433677	0.035274153	0.010853731	0.011007503	0.017107063	0.020608635	0.013065445
k141_752664_4	Acidobacteria	0.025561109	0.024505024	0.019522313	0.036035082	0.043615529	0.026743438	0.032786144
k141_7547957_1	unclassify	0.03090914	0.020992929	0.020335849	0.021450675	0.016798996	0.021213709	0.03204528
k141_7549641_2	other	0.032876027	0.030720751	0.025302064	0.058287905	0.059275233	0.032368431	0.03697002
k141_7562036_14	Alphaproteobacteria	0.017243322	0.019744877	0.023281117	0.045399149	0.038384069	0.0553395	0.04424037
k141_7562415_15	Acidobacteria	0.017228298	0.021508571	0.022632138	0.025744819	0.031492377	0.02189646	0.036742719
k141_7562553_1	unclassify	0.050026888	0.098601258	0.078226383	0.020957556	0.014206544	0.030800948	0.028913586
k141_756958_1	Thaumarchaeota	0.038943923	0.09666844	0.084773909	0.056675126	0.051001619	0.035137718	0.047654491
k141_758553_2	Ignavibacteria	0.154266021	0.12664847	0.153956338	0.221979592	0.190554005	0.196434095	0.198811932
k141_7587361_1	Ignavibacteria	0.155074933	0.105688679	0.124677615	0.212264704	0.201115674	0.174228889	0.152430075
k141_7594010_5	Thaumarchaeota	0.39428238	0.461189305	0.694934176	0.435164467	0.3747776	0.469995321	0.510087058
k141_760297_3	Planctomycetes	0	0.007995097	0.005558178	0.005733147	0.009140961	0.003012187	0.013186018
k141_760649_7	Gemmatimonadetes	0.358315753	0.118445594	0.473449018	2.27965412	0.283476625	0.252673769	0.388689184
k141_7607919_9	Alphaproteobacteria	0.080970132	0.045706958	0.047054479	0.073067457	0.083015939	0.063934018	0.080404315
k141_7609837_4	Alphaproteobacteria	0.029092375	0.029064886	0.030562764	0.024025743	0.028296759	0.045649025	0.030217029
k141_7620946_3	Planctomycetes	0.008535702	0.013686276	0.006389313	0.007508526	0.014029204	0.016042839	0.005483577
k141_762706_2	Chloroflexi	0.010443649	0.007309677	0.02070107	0.007714018	0.009905307	0.005415921	0.018413806
k141_7629326_2	Planctomycetes	0.022743969	0.020207201	0.023950905	0.019328483	0.020378551	0.027805072	0.021764901
k141_763042_1	Planctomycetes	0.020478507	0.013067713	0.015447348	0.023345886	0.007752632	0.01429135	0.007076478
k141_7636745_3	Thaumarchaeota	0.043765888	0.038747981	0.068593569	0.068519225	0.064345922	0.109334698	0.068617987
k141_7648920_3	unclassify	0.008770746	0.003730627	0.004952098	0.003874052	0	0.007345352	0.014539838
k141_7656546_5	Alphaproteobacteria	0.091841015	0.072663825	0.070964706	0.061765327	0.044819999	0.067341164	0.076564829
k141_7657262_2	Alphaproteobacteria	0.036526605	0.032228506	0.056845364	0.045323105	0.055737482	0.047753591	0.057530319
k141_7664097_9	Betaproteobacteria	0.06768927	0.055787979	0.070946	0.046721108	0.034545441	0.04653449	0.055576756
k141_7667643_4	Alphaproteobacteria	0.007812738	0.014374897	0.012015126	0.011823152	0.025282259	0.024237068	0.012329333
k141_7679616_1	Alphaproteobacteria	0.033109816	0.017869079	0.014773616	0.013684403	0.019035982	0.011014494	0.015514788
k141_7686727_2	Alphaproteobacteria	0.010817583	0.006325384	0.011147706	0.010278015	0.004901984	0.010867262	0.010213597
k141_7687042_2	unclassify	0.016363579	0.006073629	0.014353581	0.029770619	0.011538442	0.003182216	0.01907555
k141_7690103_13	Planctomycetes	0.024359171	0.007986717	0.017185326	0.022321836	0.025489453	0.018436021	0.017680689
k141_7690120_2	Planctomycetes	0.012492383	0.007180835	0.019229219	0.007145018	0	0.003762324	0.005088502
k141_7693763_9	Alphaproteobacteria	0.156619515	0.260948289	0.215676458	0.152508036	0.141783101	0.185945154	0.188763644
k141_7694610_2	Chloroflexi	0.002284995	0.006694059	0.005466329	0.008408719	0.002709012	0.003655404	0.020111841
k141_7712013_1	Chloroflexi	0.001828679	0	0.004374697	0	0	0.001185407	0.009662444
k141_7716780_9	Alphaproteobacteria	0.034261578	0.021457684	0.022598051	0.012573138	0.026584397	0.024501622	0.022899164
k141_7719565_25	Gammaproteobacteria	0.66550466	0.76751304	0.753190066	0.684499098	0.845463599	0.759813993	0.853968764
k141_772937_2	Chloroflexi	0.007924975	0.012394344	0.015397827	0.001291245	0.010859702	0.005566645	0.011728834
k141_7738681_7	unclassify	0.026939141	0.044193072	0.025693451	0.014518909	0.019711369	0.02027215	0.017496631
k141_7739411_2	Planctomycetes	0.023277774	0.011050723	0.018565789	0.025629136	0.048926527	0.020750057	0.027547608
k141_774124_3	Gemmatimonadetes	0.064955015	0.038975163	0.019960313	0.057814763	0.061391739	0.060600208	0.045485818
k141_7744770_6	Planctomycetes	0.036513524	0.054787949	0.040892016	0.035044724	0.042795457	0.050546572	0.036326595
k141_7748678_4	Gemmatimonadetes	0.028926211	0.013209458	0.019276912	0.020162693	0.021443664	0.033823768	0.023953666
k141_7757233_1	Nitrospirae	0.050242546	0.015342467	0.016481035	0.019657927	0.020419243	0.008620682	0.016477904
k141_7759309_3	Gammaproteobacteria	0.281895462	0.183197709	0.203841498	0.123512797	0.119671907	0.184025291	0.15266429
k141_7760690_8	Gemmatimonadetes	0.045592535	0.071914575	0.031217523	0.035395702	0.047766966	0.067565589	0.068230823
k141_7763601_4	Chloroflexi	0.012998145	0.018978775	0.022063841	0.014656941	0.015218148	0.026205568	0.023661478
k141_7766782_5	Thaumarchaeota	0.042701751	0.086467861	0.076899423	0.056289946	0.060348691	0.066685276	0.063009078
k141_7774980_1	Alphaproteobacteria	0.042901418	0.006398697	0.014434447	0.005305651	0.010034289	0.002562292	0.005570664
k141_7775985_1	Thaumarchaeota	0.011129239	0.012859057	0.021791083	0.01601401	0.01531246	0.018331754	0.035136686
k141_7776149_5	unclassify	0.005834725	0.012272077	0.011260762	0.000598572	0.007060192	0.01135576	0.012290792
k141_7777453_2	Bacteroidetes	0.002733413	0	0.003428724	0.006616532	0	0.036871113	0.003221076
k141_7787612_1	Thaumarchaeota	0.105148304	0.115873643	0.114743995	0.074806428	0.051825984	0.06114079	0.088798088
k141_7791458_1	Alphaproteobacteria	0.04121808	0.01739691	0.022294013	0.023299587	0.022559545	0.054170557	0.031029504
k141_7795354_4	Acidobacteria	0.019908426	0.0136358	0.034721589	0.021585114	0.01656496	0.023956308	0.018976508
k141_7803682_4	Alphaproteobacteria	0.036581095	0.019621453	0.018732914	0.048875453	0.032953203	0.034629099	0.041126141
k141_7804285_3	other	0	0.039020626	0.028046522	0.014552643	0.019392164	0.005487774	0.013066365
k141_7806447_6	unclassify	0.037563286	0.050022389	0.043534567	0.037684299	0.036423609	0.043615116	0.046222865
k141_7810863_1	unclassify	0.016048854	0.011530647	0.016097817	0.015635559	0.005217675	0.014067746	0.013646095
k141_7818237_1	Planctomycetes	0.008345424	0.003540058	0.003802767	0.04452273	0.012222856	0.002152866	0.011736502
k141_7820312_8	Acidobacteria	0.097984462	0.091691845	0.062892246	0.129051137	0.185305297	0.092873442	0.115996202
k141_7821387_1	Gammaproteobacteria	0.021016409	0.028955862	0.03544287	0.031667739	0.035215093	0.027791932	0.031385425
k141_7825155_2	Gemmatimonadetes	0.030705681	0.005830999	0.013214368	0.00323724	0.004998945	0.005143252	0.003130286
k141_7828662_1	Gemmatimonadetes	0	0	0	0.008419968	0.007270178	0.013535257	0.006705008
k141_7833832_1	unclassify	0.024105943	0.008384618	0.005766797	0.002426317	0.009754069	0.008275022	0.007885487
k141_7834620_4	unclassify	0.004399345	0.010263907	0.005178688	0.001586065	0.004205687	0.007760953	0.004821275
k141_7841444_7	Acidobacteria	0.015467511	0.013766189	0.013307682	0.014025988	0.013447685	0.015816844	0.019055297
k141_7852954_3	Gammaproteobacteria	0.019813463	0.004219574	0	0	0.010440075	0.014738683	0.010901354
k141_7854712_1	Thaumarchaeota	0.066673005	0.128170104	0.106146575	0.073554572	0.071770493	0.099337496	0.093592955
k141_7860352_1	Planctomycetes	0.012592548	0.01872249	0.00867403	0.014309922	0.019929425	0.015132433	0.016008306
k141_7862945_9	Gammaproteobacteria	0.164439143	0.133173471	0.127951161	0.222382304	0.175916761	0.193716527	0.159792506
k141_7869375_2	Chloroflexi	0.004000954	0.004433073	0.001299816	0	0.001639692	0.005081425	0.015482775
k141_7874831_2	Gammaproteobacteria	0.038253336	0.05624121	0.045642267	0.037990129	0.047520872	0.057824971	0.028468672
k141_787663_1	Chloroflexi	0.010240969	0	0.007357112	0.013645616	0.005687836	0.004417135	0.028894199
k141_7877327_6	other	0.007163725	0.003335591	0.007166252	0.002212636	0.000157279	0	0.013599574
k141_7878838_6	Acidobacteria	0.009942917	0.018067094	0.020889709	0.024510073	0.033718208	0.017146337	0.035391519
k141_7884398_3	Planctomycetes	0.008024301	0.001951162	0.014971127	0.005538381	0	0.000540895	0.001261931
k141_7887726_4	Thaumarchaeota	0.011755488	0.033155078	0.044904413	0.016055064	0.022679147	0.031876507	0.020664546
k141_7888562_1	unclassify	0.01608505	0.028112967	0.010976781	0.007203325	0.007584712	0.008270536	0.012789092
k141_7890503_13	Betaproteobacteria	0.120144764	0.059827816	0.076729503	0.047894027	0.035941334	0.057258218	0.06101011
k141_7891219_7	Gemmatimonadetes	0.026299441	0.019733709	0.032031791	0.0297877	0.02527885	0.034615597	0.024898739
k141_7893729_2	Alphaproteobacteria	0.463134338	0.609283486	0.515937312	0.541238603	0.534819067	0.502461852	0.571150256
k141_7898773_5	Alphaproteobacteria	0.019320877	0.01831106	0.023239525	0.020188616	0.026484552	0.047092313	0.030283279
k141_7905645_6	unclassify	0.012355272	0.023824722	0.023645738	0.030927019	0.03830333	0.029366611	0.017873107
k141_7908703_1	Acidobacteria	0.048131925	0.026907261	0.018844039	0.019520232	0.034752276	0.027111696	0.023262038
k141_7909699_1	Chloroflexi	0	0.003176737	0.001541121	0.009100309	0.004495222	0.008769516	0.002541573
k141_791329_5	Planctomycetes	0.007578681	0.032731956	0.003370833	0.02059859	0.006411626	0.006393738	0.003547223
k141_7941312_2	Chloroflexi	0	0	0.003862969	0.006957542	0.002552555	0.014602087	0.007288381
k141_7941589_1	Acidobacteria	0.014176121	0.010664196	0.015241859	0.035370011	0.015736634	0.021201028	0.023191355
k141_7941649_12	Alphaproteobacteria	0.288427441	0.252484404	0.274407877	0.329757545	0.335460782	0.219335938	0.243185844
k141_7953999_2	unclassify	0.024290844	0.025399019	0.013174464	0.014707984	0.016427858	0.019420422	0.01630522
k141_7956413_4	Planctomycetes	0.020592494	0.007418712	0.019061649	0.007013799	0.014237316	0.009494768	0.049815919
k141_7956564_1	Alphaproteobacteria	0.086601128	0.091825499	0.115755936	0.098118472	0.10545632	0.144099827	0.11802436
k141_7958583_6	unclassify	0.064108512	0.056868134	0.05866301	0.074716964	0.126073805	0.040987069	0.060968645
k141_7962793_6	Gammaproteobacteria	0.025535919	0.0077644	0.023534931	0.004590807	0.001256175	0.008483795	0.002066764
k141_7968405_6	Acidobacteria	0.024430196	0.016400542	0.016501862	0.020513565	0.023529666	0.038608854	0.023991765
k141_7973229_3	Gammaproteobacteria	0.002401387	0.004852725	0.005090505	0.008088592	0.00880989	0.024115168	0.008320549
k141_7974503_2	unclassify	0.01563083	0.0321115	0.011650534	0.002117008	0.004641133	0.00238356	0.005552675
k141_7974686_4	unclassify	0.007540014	0.002798609	0.008095521	0.003928345	0.013813168	0.009661884	0.00371842
k141_797704_4	Alphaproteobacteria	0.044107951	0.066669767	0.044829539	0.023141833	0.034047441	0.02380978	0.025951584
k141_7981413_6	Bacteroidetes	0.041248355	0.026789	0.029053437	0.039086063	0.045940366	0.042028529	0.029759447
k141_7981549_2	Planctomycetes	0.009030957	0.009385595	0.005041051	0.017724625	0.031834869	0.012293714	0.020711782
k141_7981576_4	unclassify	0.009568761	0.014625172	0.005622371	0.01676432	0.002229075	0.00545191	0.006980681
k141_7982051_2	Acidobacteria	0.01154053	0.01152643	0.02469191	0.019373205	0.033109399	0.01090079	0.016556532
k141_7982304_1	unclassify	0.018883399	0.007662248	0.012346298	0.019576285	0.016112309	0.010872756	0.015846558
k141_7987353_2	Poribacteria	0.042856717	0.031853102	0.040550457	0.064208171	0.052430451	0.032063998	0.043111252
k141_79904_1	Chloroflexi	0.00361416	0.002682918	0.005764037	0.005349666	0.007617468	0.007206936	0.022242633
k141_7995902_4	unclassify	0.094009685	0.066780371	0.070349561	0.084947663	0.099050141	0.103270801	0.064471099
k141_7996672_1	Acidobacteria	0.018591593	0.040295987	0.038355005	0.013093106	0.010334163	0.011148099	0.024875591
k141_8005104_4	Chloroflexi	0.004319513	0.0087841	0.010092232	0.009085297	0.007457456	0.008754824	0.020007682
k141_8005636_2	Planctomycetes	0.017658887	0.005745879	0.004937826	0.011434438	0.007079097	0.00501749	0.00814332
k141_8007381_9	Gammaproteobacteria	0.11868014	0.148231827	0.147398037	0.178818076	0.193179716	0.182057245	0.191385793
k141_8008034_7	Gammaproteobacteria	0.319582493	0.498209637	0.469044482	0.309528447	0.349120867	0.385781255	0.405453302
k141_8018682_3	Gammaproteobacteria	0.021463713	0.017677002	0.027670941	0.016863844	0.021258332	0.016893875	0.014237786
k141_8022717_1	unclassify	0.01817606	0.006762053	0.005603795	0.012436734	0.01467498	0.014816918	0.015752443
k141_8023379_3	Planctomycetes	0.008615315	0.022661873	0.015318375	0.011097313	0.01102247	0.030570399	0.020849865
k141_8027729_10	Betaproteobacteria	0.062893446	0.047639008	0.062501146	0.070026986	0.061061913	0.056646687	0.06258017
k141_8027738_6	Bacteroidetes	0.020902845	0.027689875	0.033741726	0.016889052	0.00956262	0.011932297	0.006208131
k141_8029881_2	Alphaproteobacteria	0.121034762	0.126988052	0.11633969	0.166212948	0.114968679	0.119945778	0.132602697
k141_8030530_2	Planctomycetes	0.009569421	0.010738177	0.016307532	0.011643493	0.011100183	0.00935632	0.021840197
k141_8035628_2	Bacteroidetes	0.00747098	0.001871765	0.025500396	0	0	0	0.003684376
k141_8044681_6	Bacteroidetes	0.00858342	0.009193559	0.01465972	0.00581166	0.009837003	0.02056311	0.012233325
k141_8047844_3	Gammaproteobacteria	0.043652968	0.029284336	0.040192745	0.045498578	0.025813766	0.043682183	0.023943438
k141_8055620_2	Acidobacteria	0.015216752	0.012441243	0.02723562	0.006517322	0.014597353	0.009486479	0.013934365
k141_8057660_2	Chloroflexi	0.012723848	0	0.004842553	0.00674609	0.02846715	0.020245086	0.025555839
k141_8062785_1	Acidobacteria	0.018379364	0.033936049	0.005011906	0.007653612	0.006963877	0.011152134	0.008508218
k141_8065173_3	Acidobacteria	0.017498236	0.051881152	0.015453104	0.013381965	0.009123163	0.016041585	0.014850883
k141_8071037_3	Gammaproteobacteria	0.031420593	0.033175305	0.03302692	0.026088497	0.041658413	0.040499121	0.040715231
k141_807504_2	Alphaproteobacteria	0.01044899	0.023550993	0.029356176	0.03523418	0.069899249	0.044890709	0.022225138
k141_807611_3	Planctomycetes	0	0.003167469	0.003043795	0.012552977	0.028585101	0.010436335	0.00622089
k141_8089955_2	unclassify	0.02390776	0.003412994	0.014193717	0.01805794	0.003556007	0.002980339	0.012193398
k141_8094442_6	Planctomycetes	0.004480923	0.008079984	0.003736394	0.007690937	0.010620602	0.021778079	0.008814427
k141_8095664_14	Alphaproteobacteria	0.260925531	0.251952962	0.238809986	0.326209665	0.315967132	0.20809841	0.230912047
k141_810134_45	Gammaproteobacteria	0.298847478	0.185443845	0.211224152	0.345219663	0.271552845	0.288456403	0.236580676
k141_8105687_1	Acidobacteria	0.034846839	0.022957543	0.037462496	0.037473026	0.039385368	0.042944515	0.034764044
k141_8105937_5	Chloroflexi	0.011578883	0.015409093	0.018581495	0.026692932	0.009407597	0.027711727	0.018677635
k141_8108671_2	Actinobacteria	0.04562357	0.017729209	0.016796917	0.023779237	0.027503867	0.036862297	0.019989794
k141_8109389_13	Acidobacteria	0.011835073	0.027015688	0.014386974	0.022043388	0.028400112	0.014257845	0.026223577
k141_811093_9	Alphaproteobacteria	0.06828624	0.090942851	0.086320558	0.067809141	0.066649096	0.088207575	0.080889524
k141_8112734_3	Chloroflexi	0.020328887	0.011520389	0.017989405	0.012606894	0.004019744	0.02418446	0.009707661
k141_8128278_3	Gammaproteobacteria	0.039633613	0.019693346	0.026843731	0.015615977	0.008970607	0.014423983	0.019272053
k141_812975_2	Alphaproteobacteria	0.038866844	0.018032639	0.012354981	0.005940027	0.015832072	0.01054562	0.008746902
k141_8136922_2	Thaumarchaeota	0.073359395	0.172577837	0.187379276	0.079126403	0.123737096	0.110740607	0.1383375
k141_814862_12	Bacteroidetes	0.035233541	0.047851015	0.022199913	0.012354235	0.008434647	0.029405214	0.01219832
k141_8154081_1	Gammaproteobacteria	0.091283668	0.043925008	0.044871371	0.073555896	0.048040994	0.078084128	0.038899541
k141_8154721_2	Alphaproteobacteria	0.017071122	0.01611337	0.009544822	0.022302846	0.013961741	0.018394537	0.024596545
k141_8155151_2	Planctomycetes	0.126234407	0.1524788	0.156402896	0.198789833	0.258475335	0.176907616	0.187107266
k141_8159051_1	Deltaproteobacteria	0.002162537	0.014832073	0.014657898	0.00527686	0.008515577	0.012551332	0.006358209
