rps3	phylum	phylum_merge	average	type
k141_8704609_2	Gammaproteobacteria	Gammaproteobacteria	0.016355255	low
k141_5631917_3	Gammaproteobacteria	Gammaproteobacteria	0.016126668	low
k141_6592259_2	Gammaproteobacteria	Gammaproteobacteria	0.016010339	low
k141_5204652_4	Gammaproteobacteria	Gammaproteobacteria	0.015955865	low
k141_181787_1	Gammaproteobacteria	Gammaproteobacteria	0.015874977	low
k141_2649971_13	Gammaproteobacteria	Gammaproteobacteria	0.015754008	low
k141_3840606_4	Gammaproteobacteria	Gammaproteobacteria	0.015601416	low
k141_3210851_10	Gammaproteobacteria	Gammaproteobacteria	0.0155644	low
k141_6178508_1	Gammaproteobacteria	Gammaproteobacteria	0.015461545	low
k141_6178508_2	Gammaproteobacteria	Gammaproteobacteria	0.015461545	low
k141_2079466_3	Gammaproteobacteria	Gammaproteobacteria	0.015368765	low
k141_6334640_1	Gammaproteobacteria	Gammaproteobacteria	0.015291309	low
k141_6478849_2	Gammaproteobacteria	Gammaproteobacteria	0.0151803	low
k141_10603488_1	Gammaproteobacteria	Gammaproteobacteria	0.015159425	low
k141_4842318_5	Gammaproteobacteria	Gammaproteobacteria	0.015074094	low
k141_691275_5	Gammaproteobacteria	Gammaproteobacteria	0.015031885	low
k141_499969_1	Gammaproteobacteria	Gammaproteobacteria	0.014561415	low
k141_10255222_8	Gammaproteobacteria	Gammaproteobacteria	0.014214925	low
k141_7176268_7	Gammaproteobacteria	Gammaproteobacteria	0.014161399	low
k141_1231949_3	Gammaproteobacteria	Gammaproteobacteria	0.013704078	low
k141_2866584_2	Gammaproteobacteria	Gammaproteobacteria	0.012991138	low
k141_1175596_4	Gammaproteobacteria	Gammaproteobacteria	0.012917273	low
k141_4363041_2	Gammaproteobacteria	Gammaproteobacteria	0.01283247	low
k141_4013251_4	Gammaproteobacteria	Gammaproteobacteria	0.012560305	low
k141_7485488_1	Gammaproteobacteria	Gammaproteobacteria	0.012544486	low
k141_386913_1	Gammaproteobacteria	Gammaproteobacteria	0.012301386	low
k141_1176805_1	Gammaproteobacteria	Gammaproteobacteria	0.012080519	low
k141_9693431_2	Gammaproteobacteria	Gammaproteobacteria	0.012079316	low
k141_344576_1	Gammaproteobacteria	Gammaproteobacteria	0.011865198	low
k141_5993061_3	Gammaproteobacteria	Gammaproteobacteria	0.011827327	low
k141_6638620_3	Gammaproteobacteria	Gammaproteobacteria	0.011800371	low
k141_10509184_1	Gammaproteobacteria	Gammaproteobacteria	0.011678899	low
k141_2904557_1	Gammaproteobacteria	Gammaproteobacteria	0.01166701	low
k141_844530_4	Gammaproteobacteria	Gammaproteobacteria	0.011304538	low
k141_2849480_2	Gammaproteobacteria	Gammaproteobacteria	0.011281716	low
k141_6247757_2	Gammaproteobacteria	Gammaproteobacteria	0.010860029	low
k141_4847466_3	Gammaproteobacteria	Gammaproteobacteria	0.010684822	low
k141_7962793_6	Gammaproteobacteria	Gammaproteobacteria	0.010461827	low
k141_9810850_1	Gammaproteobacteria	Gammaproteobacteria	0.010271063	low
k141_492380_4	Gammaproteobacteria	Gammaproteobacteria	0.010140749	low
k141_8440603_1	Gammaproteobacteria	Gammaproteobacteria	0.010075751	low
k141_7031059_25	Gammaproteobacteria	Gammaproteobacteria	0.009600022	low
k141_2605253_5	Gammaproteobacteria	Gammaproteobacteria	0.009316934	low
k141_4752214_1	Gammaproteobacteria	Gammaproteobacteria	0.009123737	low
k141_2494132_2	Gammaproteobacteria	Gammaproteobacteria	0.009060874	low
k141_4830945_1	Gammaproteobacteria	Gammaproteobacteria	0.009017194	low
k141_7973229_3	Gammaproteobacteria	Gammaproteobacteria	0.008811259	low
k141_3886997_1	Gammaproteobacteria	Gammaproteobacteria	0.00871266	low
k141_7852954_3	Gammaproteobacteria	Gammaproteobacteria	0.008587593	low
k141_5149665_1	Gammaproteobacteria	Gammaproteobacteria	0.008577263	low
k141_1164748_4	Gammaproteobacteria	Gammaproteobacteria	0.008367017	low
k141_6035919_4	Gammaproteobacteria	Gammaproteobacteria	0.007711876	low
k141_9445418_3	Gammaproteobacteria	Gammaproteobacteria	0.007586314	low
k141_2447636_2	Gammaproteobacteria	Gammaproteobacteria	0.007397565	low
k141_3177719_2	Gammaproteobacteria	Gammaproteobacteria	0.007228515	low
k141_5451432_2	Gammaproteobacteria	Gammaproteobacteria	0.006925636	low
k141_2725872_4	Gammaproteobacteria	Gammaproteobacteria	0.006801159	low
k141_7042425_3	Gammaproteobacteria	Gammaproteobacteria	0.006727918	low
k141_4564770_1	Gammaproteobacteria	Gammaproteobacteria	0.006567555	low
k141_10192756_4	Gammaproteobacteria	Gammaproteobacteria	0.006362853	low
k141_2246017_4	Gammaproteobacteria	Gammaproteobacteria	0.006161459	low
k141_6495945_3	Gammaproteobacteria	Gammaproteobacteria	0.006135218	low
k141_4917097_3	Gammaproteobacteria	Gammaproteobacteria	0.005810279	low
k141_4410828_3	Gammaproteobacteria	Gammaproteobacteria	0.005680113	low
k141_6376977_4	Gammaproteobacteria	Gammaproteobacteria	0.005233608	low
k141_10012532_4	Gammaproteobacteria	Gammaproteobacteria	0.004190191	low
k141_745809_1	Gammaproteobacteria	Gammaproteobacteria	0.003600186	low
k141_6612346_5	Gammaproteobacteria	Gammaproteobacteria	0.003246749	low
k141_6791362_3	Gammaproteobacteria	Gammaproteobacteria	0.00252858	low
k141_6791362_2	Gammaproteobacteria	Gammaproteobacteria	0.00252858	low
k141_1663789_4	Gammaproteobacteria	Gammaproteobacteria	0.001659788	low
k141_760649_7	Gemmatimonadetes	Gemmatimonadetes	0.593529152	high
k141_5118364_8	Gemmatimonadetes	Gemmatimonadetes	0.195267926	low
k141_276031_4	Gemmatimonadetes	Gemmatimonadetes	0.183672292	low
k141_10913300_9	Gemmatimonadetes	Gemmatimonadetes	0.135296318	low
k141_10029077_5	Gemmatimonadetes	Gemmatimonadetes	0.132357583	low
k141_1136989_9	Gemmatimonadetes	Gemmatimonadetes	0.090775654	low
k141_5153025_12	Gemmatimonadetes	Gemmatimonadetes	0.087725113	low
k141_5477158_8	Gemmatimonadetes	Gemmatimonadetes	0.081743314	low
k141_5656816_2	Gemmatimonadetes	Gemmatimonadetes	0.07159867	low
k141_8314722_2	Gemmatimonadetes	Gemmatimonadetes	0.061636788	low
k141_4547090_4	Gemmatimonadetes	Gemmatimonadetes	0.059472481	low
k141_575227_5	Gemmatimonadetes	Gemmatimonadetes	0.055397675	low
k141_7760690_8	Gemmatimonadetes	Gemmatimonadetes	0.052526245	low
k141_774124_3	Gemmatimonadetes	Gemmatimonadetes	0.049883288	low
k141_1781871_1	Gemmatimonadetes	Gemmatimonadetes	0.049612496	low
k141_10471329_12	Gemmatimonadetes	Gemmatimonadetes	0.049342896	low
k141_8685065_2	Gemmatimonadetes	Gemmatimonadetes	0.04761872	low
k141_3326956_3	Gemmatimonadetes	Gemmatimonadetes	0.046546472	low
k141_7241352_1	Gemmatimonadetes	Gemmatimonadetes	0.043428356	low
k141_4683999_2	Gemmatimonadetes	Gemmatimonadetes	0.041471242	low
k141_5990716_2	Gemmatimonadetes	Gemmatimonadetes	0.039963311	low
k141_9733833_1	Gemmatimonadetes	Gemmatimonadetes	0.039937095	low
k141_4436095_5	Gemmatimonadetes	Gemmatimonadetes	0.039734563	low
k141_2237384_4	Gemmatimonadetes	Gemmatimonadetes	0.039346142	low
k141_6249767_3	Gemmatimonadetes	Gemmatimonadetes	0.038636917	low
k141_507371_18	Gemmatimonadetes	Gemmatimonadetes	0.036788201	low
k141_4212726_8	Gemmatimonadetes	Gemmatimonadetes	0.035959214	low
k141_829953_9	Gemmatimonadetes	Gemmatimonadetes	0.035798521	low
k141_5956877_21	Gemmatimonadetes	Gemmatimonadetes	0.035590627	low
k141_9793537_8	Gemmatimonadetes	Gemmatimonadetes	0.03439634	low
k141_1366495_4	Gemmatimonadetes	Gemmatimonadetes	0.033907145	low
k141_10222483_3	Gemmatimonadetes	Gemmatimonadetes	0.033406434	low
k141_5218182_1	Gemmatimonadetes	Gemmatimonadetes	0.032934411	low
k141_3828910_2	Gemmatimonadetes	Gemmatimonadetes	0.031483285	low
k141_7501297_3	Gemmatimonadetes	Gemmatimonadetes	0.031077746	low
k141_1558396_1	Gemmatimonadetes	Gemmatimonadetes	0.031001986	low
k141_6121059_4	Gemmatimonadetes	Gemmatimonadetes	0.030780646	low
k141_8280735_4	Gemmatimonadetes	Gemmatimonadetes	0.030320939	low
k141_9097227_3	Gemmatimonadetes	Gemmatimonadetes	0.030238838	low
k141_2920693_1	Gemmatimonadetes	Gemmatimonadetes	0.0300201	low
k141_5549497_1	Gemmatimonadetes	Gemmatimonadetes	0.029918984	low
k141_5088442_1	Gemmatimonadetes	Gemmatimonadetes	0.029102446	low
k141_3034861_2	Gemmatimonadetes	Gemmatimonadetes	0.027804494	low
k141_3946428_4	Gemmatimonadetes	Gemmatimonadetes	0.02779629	low
k141_7891219_7	Gemmatimonadetes	Gemmatimonadetes	0.027520832	low
k141_111391_1	Gemmatimonadetes	Gemmatimonadetes	0.027070817	low
k141_719968_2	Gemmatimonadetes	Gemmatimonadetes	0.027031155	low
k141_6894517_1	Gemmatimonadetes	Gemmatimonadetes	0.02527828	low
k141_3506386_1	Gemmatimonadetes	Gemmatimonadetes	0.024683645	low
k141_4864469_1	Gemmatimonadetes	Gemmatimonadetes	0.024275872	low
k141_3585265_5	Gemmatimonadetes	Gemmatimonadetes	0.023744043	low
k141_3585265_4	Gemmatimonadetes	Gemmatimonadetes	0.023744043	low
k141_7127976_1	Gemmatimonadetes	Gemmatimonadetes	0.023103833	low
k141_7748678_4	Gemmatimonadetes	Gemmatimonadetes	0.02297091	low
k141_2402963_1	Gemmatimonadetes	Gemmatimonadetes	0.022761383	low
k141_9771294_2	Gemmatimonadetes	Gemmatimonadetes	0.022661897	low
k141_2239117_4	Gemmatimonadetes	Gemmatimonadetes	0.022587086	low
k141_1499495_4	Gemmatimonadetes	Gemmatimonadetes	0.022148167	low
k141_7249694_4	Gemmatimonadetes	Gemmatimonadetes	0.021959544	low
k141_6691185_7	Gemmatimonadetes	Gemmatimonadetes	0.021269005	low
k141_1650280_3	Gemmatimonadetes	Gemmatimonadetes	0.020777451	low
k141_365988_4	Gemmatimonadetes	Gemmatimonadetes	0.020310545	low
k141_8816243_4	Gemmatimonadetes	Gemmatimonadetes	0.020180917	low
k141_2900703_1	Gemmatimonadetes	Gemmatimonadetes	0.020143868	low
k141_2422122_6	Gemmatimonadetes	Gemmatimonadetes	0.019853024	low
k141_10595493_3	Gemmatimonadetes	Gemmatimonadetes	0.019805951	low
k141_2453646_3	Gemmatimonadetes	Gemmatimonadetes	0.01979738	low
k141_564590_2	Gemmatimonadetes	Gemmatimonadetes	0.019287263	low
k141_5138990_3	Gemmatimonadetes	Gemmatimonadetes	0.019235358	low
k141_3441755_1	Gemmatimonadetes	Gemmatimonadetes	0.018241488	low
k141_3920351_4	Gemmatimonadetes	Gemmatimonadetes	0.018130901	low
k141_540440_2	Gemmatimonadetes	Gemmatimonadetes	0.01800878	low
k141_11344837_2	Gemmatimonadetes	Gemmatimonadetes	0.017647743	low
k141_2817756_5	Gemmatimonadetes	Gemmatimonadetes	0.017567117	low
k141_466087_2	Gemmatimonadetes	Gemmatimonadetes	0.017388572	low
k141_2523143_3	Gemmatimonadetes	Gemmatimonadetes	0.017156864	low
k141_3896812_3	Gemmatimonadetes	Gemmatimonadetes	0.017013378	low
k141_2832501_1	Gemmatimonadetes	Gemmatimonadetes	0.01681918	low
k141_7085070_1	Gemmatimonadetes	Gemmatimonadetes	0.016754296	low
k141_1385172_1	Gemmatimonadetes	Gemmatimonadetes	0.016424375	low
k141_3088658_2	Gemmatimonadetes	Gemmatimonadetes	0.01593963	low
k141_1711195_2	Gemmatimonadetes	Gemmatimonadetes	0.015838585	low
k141_137904_1	Gemmatimonadetes	Gemmatimonadetes	0.015774015	low
k141_5571143_1	Gemmatimonadetes	Gemmatimonadetes	0.015591565	low
k141_2757055_2	Gemmatimonadetes	Gemmatimonadetes	0.015429321	low
k141_6634653_7	Gemmatimonadetes	Gemmatimonadetes	0.015166587	low
k141_6974068_2	Gemmatimonadetes	Gemmatimonadetes	0.014956772	low
k141_4050518_1	Gemmatimonadetes	Gemmatimonadetes	0.014290095	low
k141_8562458_3	Gemmatimonadetes	Gemmatimonadetes	0.014286487	low
k141_6311036_3	Gemmatimonadetes	Gemmatimonadetes	0.014191638	low
k141_2938270_6	Gemmatimonadetes	Gemmatimonadetes	0.013667945	low
k141_2854000_2	Gemmatimonadetes	Gemmatimonadetes	0.013428482	low
k141_6083571_4	Gemmatimonadetes	Gemmatimonadetes	0.013418464	low
k141_7061185_1	Gemmatimonadetes	Gemmatimonadetes	0.013407214	low
k141_7049485_1	Gemmatimonadetes	Gemmatimonadetes	0.013188553	low
k141_567324_5	Gemmatimonadetes	Gemmatimonadetes	0.012833516	low
k141_4178182_2	Gemmatimonadetes	Gemmatimonadetes	0.012677813	low
k141_7324389_1	Gemmatimonadetes	Gemmatimonadetes	0.012588287	low
k141_8411013_1	Gemmatimonadetes	Gemmatimonadetes	0.011994394	low
k141_6782916_1	Gemmatimonadetes	Gemmatimonadetes	0.01188283	low
k141_4996648_4	Gemmatimonadetes	Gemmatimonadetes	0.011706738	low
k141_1737291_4	Gemmatimonadetes	Gemmatimonadetes	0.011420953	low
k141_10352321_1	Gemmatimonadetes	Gemmatimonadetes	0.011351036	low
k141_1729240_5	Gemmatimonadetes	Gemmatimonadetes	0.011021764	low
k141_5022026_1	Gemmatimonadetes	Gemmatimonadetes	0.010365031	low
k141_390222_1	Gemmatimonadetes	Gemmatimonadetes	0.010312768	low
k141_7825155_2	Gemmatimonadetes	Gemmatimonadetes	0.009465825	low
k141_1137467_4	Gemmatimonadetes	Gemmatimonadetes	0.009459223	low
k141_6813828_1	Gemmatimonadetes	Gemmatimonadetes	0.009381513	low
k141_2677385_1	Gemmatimonadetes	Gemmatimonadetes	0.009369074	low
k141_6888015_2	Gemmatimonadetes	Gemmatimonadetes	0.008268019	low
k141_1696655_3	Gemmatimonadetes	Gemmatimonadetes	0.008118652	low
k141_330490_4	Gemmatimonadetes	Gemmatimonadetes	0.007816687	low
k141_6017081_3	Gemmatimonadetes	Gemmatimonadetes	0.007797901	low
k141_9233064_1	Gemmatimonadetes	Gemmatimonadetes	0.007031044	low
k141_2043623_3	Gemmatimonadetes	Gemmatimonadetes	0.006994725	low
k141_3573598_4	Gemmatimonadetes	Gemmatimonadetes	0.006718211	low
k141_4363857_2	Gemmatimonadetes	Gemmatimonadetes	0.006676151	low
k141_8199596_1	Gemmatimonadetes	Gemmatimonadetes	0.006538456	low
k141_5724259_2	Gemmatimonadetes	Gemmatimonadetes	0.00620974	low
k141_6120969_1	Gemmatimonadetes	Gemmatimonadetes	0.005984787	low
k141_7067632_1	Gemmatimonadetes	Gemmatimonadetes	0.00579603	low
k141_484012_4	Gemmatimonadetes	Gemmatimonadetes	0.005494012	low
k141_7828662_1	Gemmatimonadetes	Gemmatimonadetes	0.005132916	low
k141_226405_1	Gemmatimonadetes	Gemmatimonadetes	0.003025448	low
k141_9952426_5	Ignavibacteria	Ignavibacteria	0.225444921	low
k141_758553_2	Ignavibacteria	Ignavibacteria	0.177521493	low
k141_7587361_1	Ignavibacteria	Ignavibacteria	0.160782939	low
k141_9267926_2	Ignavibacteria	Ignavibacteria	0.112505614	low
k141_2780011_3	Ignavibacteria	Ignavibacteria	0.109732299	low
k141_5534437_5	Ignavibacteria	Ignavibacteria	0.097580931	low
k141_6136981_2	Ignavibacteria	Ignavibacteria	0.06389323	low
k141_2354516_4	Ignavibacteria	Ignavibacteria	0.045299919	low
k141_4386724_2	Ignavibacteria	Ignavibacteria	0.03397302	low
k141_674694_1	Lentisphaerae	other	0.011061708	low
k141_3379516_1	Lentisphaerae	other	0.00586724	low
k141_7877327_6	Lentisphaerae	other	0.004805008	low
k141_9068374_2	Nitrospinae	Nitrospinae	0.031080884	low
k141_3486887_1	Nitrospinae	Nitrospinae	0.023606161	low
k141_3539988_9	Nitrospinae	Nitrospinae	0.022369138	low
k141_5725156_5	Nitrospinae	Nitrospinae	0.021244147	low
k141_6395548_1	Nitrospinae	Nitrospinae	0.017194023	low
k141_189319_3	Nitrospinae	Nitrospinae	0.014451987	low
k141_9630029_2	Nitrospinae	Nitrospinae	0.009690158	low
k141_10699526_4	Nitrospinae	Nitrospinae	0.008975449	low
k141_862989_2	Nitrospinae	Nitrospinae	0.006900335	low
k141_2583713_14	Nitrospirae	Nitrospirae	0.261560346	low
k141_5617927_1	Nitrospirae	Nitrospirae	0.19031566	low
k141_28681_9	Nitrospirae	Nitrospirae	0.165196449	low
k141_4258915_5	Nitrospirae	Nitrospirae	0.161519763	low
k141_6103732_1	Nitrospirae	Nitrospirae	0.158230111	low
k141_3053867_6	Nitrospirae	Nitrospirae	0.155011334	low
k141_1115722_5	Nitrospirae	Nitrospirae	0.142769202	low
k141_3236100_4	Nitrospirae	Nitrospirae	0.137536378	low
k141_2228981_2	Nitrospirae	Nitrospirae	0.130208554	low
k141_517689_1	Nitrospirae	Nitrospirae	0.12130797	low
k141_2786919_3	Nitrospirae	Nitrospirae	0.105785004	low
k141_6588409_3	Nitrospirae	Nitrospirae	0.078288564	low
k141_7243978_3	Nitrospirae	Nitrospirae	0.072695213	low
k141_7062723_14	Nitrospirae	Nitrospirae	0.063185414	low
k141_1040730_9	Nitrospirae	Nitrospirae	0.058205004	low
k141_1274229_7	Nitrospirae	Nitrospirae	0.051724247	low
k141_332501_4	Nitrospirae	Nitrospirae	0.047010932	low
k141_1892049_2	Nitrospirae	Nitrospirae	0.042917856	low
k141_6588409_4	Nitrospirae	Nitrospirae	0.042565734	low
k141_7757233_1	Nitrospirae	Nitrospirae	0.021034544	low
k141_4056589_4	Omnitrophica	Omnitrophica	0.004585496	low
k141_6627926_3	Omnitrophica	Omnitrophica	0.003245787	low
k141_3466488_4	Omnitrophica	Omnitrophica	0.003095677	low
k141_6790239_2	Omnitrophica	Omnitrophica	0.002752048	low
k141_11117888_1	Omnitrophica	Omnitrophica	0.002626559	low
k141_9845747_1	Omnitrophica	Omnitrophica	0.001833449	low
k141_5803205_1	Omnitrophica	Omnitrophica	0.001593841	low
k141_4803143_9	other	unclassify	1.521124426	high
k141_6792100_1	other	unclassify	0.514532979	high
k141_1315193_14	other	unclassify	0.506006081	high
k141_5398818_5	other	unclassify	0.505965558	high
k141_8625894_42	other	unclassify	0.398197886	high
k141_5211095_2	other	unclassify	0.352716136	high
k141_4646415_2	other	unclassify	0.255104289	low
k141_6028709_3	other	unclassify	0.240244557	low
k141_9006494_7	other	unclassify	0.158517538	low
k141_8526975_2	other	unclassify	0.147704723	low
k141_2607447_1	other	unclassify	0.125855393	low
k141_2595909_1	other	unclassify	0.112541198	low
k141_9023031_1	other	unclassify	0.109669094	low
k141_1888033_3	other	unclassify	0.103213413	low
k141_1022994_6	other	unclassify	0.10169973	low
k141_5865485_3	other	unclassify	0.099367856	low
k141_6656196_6	other	unclassify	0.094754919	low
k141_4582297_8	other	unclassify	0.093730674	low
k141_1806435_6	other	unclassify	0.0926779	low
k141_1841362_8	other	unclassify	0.091810844	low
k141_1690179_3	other	unclassify	0.091186035	low
k141_2493777_6	other	unclassify	0.08900901	low
k141_7995902_4	other	unclassify	0.083268475	low
k141_968825_12	other	unclassify	0.077716172	low
k141_5662035_5	other	unclassify	0.075579577	low
k141_9666195_8	other	unclassify	0.075512364	low
k141_7958583_6	other	unclassify	0.068912306	low
k141_634571_1	other	unclassify	0.061225008	low
k141_10141908_1	other	unclassify	0.061151602	low
k141_6031677_25	other	unclassify	0.060991573	low
k141_2071039_1	other	unclassify	0.059880701	low
k141_2368302_26	other	unclassify	0.059864183	low
k141_2227656_2	other	unclassify	0.05963649	low
k141_9981680_6	other	unclassify	0.057985816	low
k141_6991511_4	other	unclassify	0.054737423	low
k141_1923346_2	other	unclassify	0.053454149	low
k141_5152734_2	other	unclassify	0.053084135	low
k141_488504_5	other	unclassify	0.051017641	low
k141_4905001_23	other	unclassify	0.049995703	low
k141_3161794_45	other	unclassify	0.046688557	low
k141_7562553_1	other	unclassify	0.04596188	low
k141_5146238_1	other	unclassify	0.045114738	low
k141_1972359_7	other	unclassify	0.044769636	low
k141_6575426_1	other	unclassify	0.044721101	low
k141_4233975_5	other	unclassify	0.04350465	low
k141_8198232_13	other	unclassify	0.043244277	low
k141_7806447_6	other	unclassify	0.042152304	low
k141_8805429_6	other	unclassify	0.041573781	low
k141_7223788_4	other	unclassify	0.040687898	low
k141_4931756_5	other	unclassify	0.040338747	low
k141_5248555_1	other	unclassify	0.040336855	low
k141_8730098_4	other	unclassify	0.040014387	low
k141_9643468_1	other	unclassify	0.039855975	low
k141_8473275_1	other	unclassify	0.039226966	low
k141_10516181_2	other	unclassify	0.03905309	low
k141_3567231_2	other	unclassify	0.038649879	low
k141_3831595_1	other	unclassify	0.0381213	low
k141_2531691_8	other	unclassify	0.037843767	low
k141_3062823_1	other	unclassify	0.037213076	low
k141_5270787_3	other	unclassify	0.036446887	low
k141_6999940_2	other	unclassify	0.035250592	low
k141_2745705_44	other	unclassify	0.034825355	low
k141_8551447_5	other	unclassify	0.034477975	low
k141_10189428_2	other	unclassify	0.034315014	low
k141_6135364_1	other	unclassify	0.033600005	low
k141_6513944_6	other	unclassify	0.032237815	low
k141_7261841_1	other	unclassify	0.032144547	low
k141_9594360_1	other	unclassify	0.031496161	low
k141_4829956_7	other	unclassify	0.031220806	low
k141_8966538_5	other	unclassify	0.030822085	low
k141_3044392_1	other	unclassify	0.03031985	low
k141_5894061_7	other	unclassify	0.030297629	low
k141_7267731_18	other	unclassify	0.029837446	low
k141_7203128_1	other	unclassify	0.029491602	low
k141_11102990_9	other	unclassify	0.029433763	low
k141_2489010_4	other	unclassify	0.029210333	low
k141_3783088_4	other	unclassify	0.029192093	low
k141_7390817_4	other	unclassify	0.028839827	low
k141_3248084_4	other	unclassify	0.028790124	low
k141_9411066_6	other	unclassify	0.027997821	low
k141_5089849_3	other	unclassify	0.027376137	low
k141_5903989_5	other	unclassify	0.027245002	low
k141_6093197_2	other	unclassify	0.027121586	low
k141_9527775_7	other	unclassify	0.026536916	low
k141_3597276_5	other	unclassify	0.026210903	low
k141_5033039_13	other	unclassify	0.026037788	low
k141_6649682_3	other	unclassify	0.02601772	low
k141_9279763_1	other	unclassify	0.0256844	low
k141_6780031_2	other	unclassify	0.025540654	low
k141_1578060_1	other	unclassify	0.025439351	low
k141_7905645_6	other	unclassify	0.025185114	low
k141_551924_2	other	unclassify	0.02483512	low
k141_2990471_2	other	unclassify	0.024822473	low
k141_3855299_7	other	unclassify	0.024732542	low
k141_3103270_2	other	unclassify	0.02469956	low
k141_11466419_6	other	unclassify	0.024337016	low
k141_8871966_7	other	unclassify	0.024328643	low
k141_2986107_1	other	unclassify	0.024175872	low
k141_7738681_7	other	unclassify	0.024117818	low
k141_1581863_1	other	unclassify	0.024065682	low
k141_11452524_1	other	unclassify	0.023841067	low
k141_5657173_2	other	unclassify	0.023677112	low
k141_384968_9	other	unclassify	0.023575942	low
k141_9706584_1	other	unclassify	0.023503098	low
k141_4650585_2	other	unclassify	0.023392592	low
k141_7547957_1	other	unclassify	0.023392368	low
k141_3315476_5	other	unclassify	0.023367521	low
k141_4384825_2	other	unclassify	0.023360901	low
k141_5503813_2	other	unclassify	0.023318558	low
k141_1802386_8	other	unclassify	0.0232945	low
k141_4202647_5	other	unclassify	0.023136754	low
k141_5014861_1	other	unclassify	0.023046674	low
k141_4749809_1	other	unclassify	0.022870142	low
k141_1758713_6	other	unclassify	0.022654411	low
k141_9743926_1	other	unclassify	0.022649741	low
k141_2587161_2	other	unclassify	0.022626102	low
k141_8262723_3	other	unclassify	0.022427277	low
k141_6008420_1	other	unclassify	0.022328488	low
k141_9924513_7	other	unclassify	0.022037683	low
k141_9041269_7	other	unclassify	0.021777364	low
k141_249911_6	other	unclassify	0.021726618	low
k141_3655348_6	other	unclassify	0.021663483	low
k141_4668053_3	other	unclassify	0.021458944	low
k141_3839707_6	other	unclassify	0.02096627	low
k141_6027239_1	other	unclassify	0.020924071	low
k141_3894754_5	other	unclassify	0.020332127	low
k141_9190013_4	other	unclassify	0.020223963	low
k141_6117991_9	other	unclassify	0.02017569	low
k141_4329562_2	other	unclassify	0.020045938	low
k141_5274597_4	other	unclassify	0.01990538	low
k141_1916307_3	other	unclassify	0.019756716	low
k141_9141015_7	other	unclassify	0.019731179	low
k141_4430274_5	other	unclassify	0.019654065	low
k141_6865221_1	other	unclassify	0.019582884	low
k141_5521139_1	other	unclassify	0.019548624	low
k141_962239_1	other	unclassify	0.019124291	low
k141_5009491_6	other	unclassify	0.019035201	low
k141_4849336_10	other	unclassify	0.018965491	low
k141_3009517_5	other	unclassify	0.018826049	low
k141_7078205_1	other	unclassify	0.018595653	low
k141_7953999_2	other	unclassify	0.018532259	low
k141_6454887_6	other	unclassify	0.018510131	low
k141_9386034_5	other	unclassify	0.01844138	low
k141_37517_1	other	unclassify	0.018234293	low
k141_6716253_6	other	unclassify	0.018225088	low
k141_1596560_3	other	unclassify	0.018097398	low
k141_375878_1	other	unclassify	0.017744649	low
k141_4287195_1	other	unclassify	0.017616873	low
k141_3682015_1	other	unclassify	0.017587095	low
k141_2788414_9	other	unclassify	0.017343228	low
k141_3790313_1	other	unclassify	0.017221772	low
k141_5855917_3	other	unclassify	0.017185007	low
k141_7343657_5	other	unclassify	0.017049896	low
k141_2134747_1	other	unclassify	0.017020699	low
k141_6700316_1	other	unclassify	0.016959943	low
k141_5906064_1	other	unclassify	0.016910052	low
k141_8927295_1	other	unclassify	0.016867294	low
k141_10182508_2	other	unclassify	0.016849409	low
k141_2026414_1	other	unclassify	0.016826277	low
k141_565874_5	other	unclassify	0.016631541	low
k141_3801622_6	other	unclassify	0.016565637	low
k141_7191064_4	other	unclassify	0.016515766	low
k141_9859540_4	other	unclassify	0.016429103	low
k141_10056337_2	other	unclassify	0.016366531	low
k141_671815_4	other	unclassify	0.016206713	low
k141_5269376_1	other	unclassify	0.016007593	low
k141_1000564_6	other	unclassify	0.015969212	low
k141_5975205_4	other	unclassify	0.015968869	low
k141_5715689_3	other	unclassify	0.015922735	low
k141_8423513_1	other	unclassify	0.015835324	low
k141_4854943_2	other	unclassify	0.015675084	low
k141_10110489_1	other	unclassify	0.01554646	low
k141_4048127_3	other	unclassify	0.015545157	low
k141_4694708_6	other	unclassify	0.015284417	low
k141_8881316_1	other	unclassify	0.015232497	low
k141_4428403_3	other	unclassify	0.015050277	low
k141_44058_3	other	unclassify	0.015034428	low
k141_5987025_3	other	unclassify	0.014975829	low
k141_2663010_1	other	unclassify	0.014887759	low
k141_1825138_4	other	unclassify	0.014765101	low
k141_4745376_1	other	unclassify	0.014684572	low
k141_7228772_7	other	unclassify	0.014661281	low
k141_2861880_2	other	unclassify	0.014613515	low
k141_45320_7	other	unclassify	0.014522593	low
k141_7982304_1	other	unclassify	0.014471408	low
k141_5933671_2	other	unclassify	0.014427106	low
k141_747686_1	other	unclassify	0.014388663	low
k141_7687042_2	other	unclassify	0.014336802	low
k141_3564526_1	other	unclassify	0.014178906	low
k141_6587713_6	other	unclassify	0.014165725	low
k141_8210278_1	other	unclassify	0.014083023	low
k141_9320243_3	other	unclassify	0.013988941	low
k141_6157877_4	other	unclassify	0.013960065	low
k141_9242999_2	other	unclassify	0.013877321	low
k141_4409700_4	other	unclassify	0.013825324	low
k141_5623091_1	other	unclassify	0.013801015	low
k141_2810175_6	other	unclassify	0.013778642	low
k141_1622635_1	other	unclassify	0.013753205	low
k141_4706314_4	other	unclassify	0.013568926	low
