bins	query	target_gene	gene_name	bins phylum	bins abundance
KW1-S05_108	KW1-S05_108_cg277_22	DmkB	DmkB	Chloroflexota	0.277928309
KW1-S05_108	KW1-S05_108_cg97_16	DmkB	DmkB	Chloroflexota	0.277928309
KW1-S08_123	KW1-S08_123_cg55_3	DmkB	DmkB	Thermoproteota	6.2025539
KW1-S08_123	KW1-S08_123_cg129_14	DmkB	DmkB	Thermoproteota	6.2025539
KW1-S11_120	KW1-S11_120_cg170_59	DmkB	DmkB	Proteobacteria	0.34623938
KW1-S11_120	KW1-S11_120_cg186_24	DmkB	DmkB	Proteobacteria	0.34623938
KW1-S21_231	KW1-S21_231_cg482_9	DmkB	DmkB	Proteobacteria	0.225042987
KW1-S15_96	KW1-S15_96_cg240_2	DmkB	DmkB	Proteobacteria	0.211919719
KW1-S15_96	KW1-S15_96_cg224_18	DmkB	DmkB	Proteobacteria	0.211919719
KW1-S08_200	KW1-S08_200_cg175_11	DmkB	DmkB	Planctomycetota	0.292582826
KW1-S08_200	KW1-S08_200_cg45_7	DmkB	DmkB	Planctomycetota	0.292582826
KW1-S05_148	KW1-S05_148_cg244_8	DmkB	DmkB	Desulfobacterota_D	0.425532171
KW1-S08_236	KW1-S08_236_cg147_2	DmkB	DmkB	Bacteroidota	0.220492649
KW1-S08_236	KW1-S08_236_cg278_4	DmkB	DmkB	Bacteroidota	0.220492649
A5-S03_104	A5-S03_104_cg268_5	DmkB	DmkB	Desulfobacterota_B	0.964189563
KW1-S05_58	KW1-S05_58_cg102_14	DmkB	DmkB	Proteobacteria	0.230811317
KW1-S05_58	KW1-S05_58_cg29_2	DmkB	DmkB	Proteobacteria	0.230811317
A5-S04_75	A5-S04_75_cg224_2	DmkB	DmkB	Actinobacteriota	0.290472767
KW1-S08_155	KW1-S08_155_cg25_1	DmkB	DmkB	Proteobacteria	6.149914314
KW1-S08_155	KW1-S08_155_cg260_2	DmkB	DmkB	Proteobacteria	6.149914314
KW1-S08_155	KW1-S08_155_cg61_5	DmkB	DmkB	Proteobacteria	6.149914314
KW1-S21_197	KW1-S21_197_cg59_8	DmkB	DmkB	Chloroflexota	0.363851073
KW1-S21_197	KW1-S21_197_cg168_13	DmkB	DmkB	Chloroflexota	0.363851073
KW1-S21_197	KW1-S21_197_cg187_7	DmkB	DmkB	Chloroflexota	0.363851073
KW1-S21_242	KW1-S21_242_cg190_5	DmkB	DmkB	Proteobacteria	0.231691679
KW1-S21_242	KW1-S21_242_cg99_3	DmkB	DmkB	Proteobacteria	0.231691679
KW1-S15_262	KW1-S15_262_cg30_3	DmkB	DmkB	Nitrospirota	1.284998
KW1-S15_262	KW1-S15_262_cg23_5	DmkB	DmkB	Nitrospirota	1.284998
KW1-S15_267	KW1-S15_267_cg38_3	DmkB	DmkB	Myxococcota	0.183219153
KW1-S15_267	KW1-S15_267_cg21_15	DmkB	DmkB	Myxococcota	0.183219153
A5-S04_85	A5-S04_85_cg201_12	DmkB	DmkB	Acidobacteriota	0.233582121
A5-S04_85	A5-S04_85_cg115_4	DmkB	DmkB	Acidobacteriota	0.233582121
KW1-S08_213	KW1-S08_213_cg10_2	DmkB	DmkB	Actinobacteriota	0.241876276
KW1-S11_24	KW1-S11_24_cg338_6	DmkB	DmkB	SAR324	0.305641044
A5-S03_71	A5-S03_71_cg85_32	DmkB	DmkB	Methylomirabilota	1.237084743
A5-S03_71	A5-S03_71_cg142_3	DmkB	DmkB	Methylomirabilota	1.237084743
KW1-S15_306	KW1-S15_306_cg15_11	DmkB	DmkB	KSB1	0.271841916
KW1-S15_306	KW1-S15_306_cg447_6	DmkB	DmkB	KSB1	0.271841916
KW1-S11_87	KW1-S11_87_cg60_14	DmkB	DmkB	Gemmatimonadota	0.335534167
KW1-S11_87	KW1-S11_87_cg73_31	DmkB	DmkB	Gemmatimonadota	0.335534167
KW1-S08_12	KW1-S08_12_cg201_24	DmkB	DmkB	Proteobacteria	0.44676975
KW1-S08_12	KW1-S08_12_cg308_6	DmkB	DmkB	Proteobacteria	0.44676975
KW1-S08_12	KW1-S08_12_cg202_2	DmkB	DmkB	Proteobacteria	0.44676975
KW1-S11_179	KW1-S11_179_cg61_12	DmkB	DmkB	Actinobacteriota	0.321392209
KW1-S15_31	KW1-S15_31_cg87_9	DmkB	DmkB	Planctomycetota	0.283034669
KW1-S15_31	KW1-S15_31_cg26_6	DmkB	DmkB	Planctomycetota	0.283034669
KW1-S15_98	KW1-S15_98_cg390_5	DmkB	DmkB	Proteobacteria	0.307551094
A5-S04_226	A5-S04_226_cg159_13	DmkB	DmkB	Actinobacteriota	0.272323164
A5-S04_187	A5-S04_187_cg259_5	DmkB	DmkB	Proteobacteria	0.311531731
KW1-S11_163	KW1-S11_163_cg40_14	DmkB	DmkB	Planctomycetota	0.306985803
KW1-S11_163	KW1-S11_163_cg99_4	DmkB	DmkB	Planctomycetota	0.306985803
KW1-S15_218	KW1-S15_218_cg213_4	DmkB	DmkB	Nitrospirota	0.254122957
KW1-S15_218	KW1-S15_218_cg180_17	DmkB	DmkB	Nitrospirota	0.254122957
KW1-S05_81	KW1-S05_81_cg8_20	DmkB	DmkB	Planctomycetota	0.782253657
KW1-S05_81	KW1-S05_81_cg201_14	DmkB	DmkB	Planctomycetota	0.782253657
A5-S03_23	A5-S03_23_cg65_10	DmkB	DmkB	SAR324	0.074032541
A5-S04_77	A5-S04_77_cg409_5	DmkB	DmkB	SAR324	0.072210886
A5-S04_77	A5-S04_77_cg261_12	DmkB	DmkB	SAR324	0.072210886
A5-S04_77	A5-S04_77_cg340_7	DmkB	DmkB	SAR324	0.072210886
KW1-S15_112	KW1-S15_112_cg539_12	DmkB	DmkB	Latescibacterota	0.19547142
KW1-S11_156	KW1-S11_156_cg329_5	DmkB	DmkB	Acidobacteriota	0.230362164
KW1-S11_156	KW1-S11_156_cg159_4	DmkB	DmkB	Acidobacteriota	0.230362164
A5-S03_18	A5-S03_18_cg361_1	DmkB	DmkB	Myxococcota_A	0.260539826
A5-S03_18	A5-S03_18_cg329_12	DmkB	DmkB	Myxococcota_A	0.260539826
KW1-S05_45	KW1-S05_45_cg78_22	DmkB	DmkB	Methylomirabilota	5.157189414
KW1-S05_45	KW1-S05_45_cg88_1	DmkB	DmkB	Methylomirabilota	5.157189414
KW1-S05_45	KW1-S05_45_cg58_14	DmkB	DmkB	Methylomirabilota	5.157189414
KW1-S05_141	KW1-S05_141_cg251_5	DmkB	DmkB	SAR324	0.076622328
KW1-S05_141	KW1-S05_141_cg469_5	DmkB	DmkB	SAR324	0.076622328
KW1-S21_138	KW1-S21_138_cg331_7	DmkB	DmkB	Proteobacteria	0.538949973
KW1-S21_138	KW1-S21_138_cg30_20	DmkB	DmkB	Proteobacteria	0.538949973
KW1-S15_2	KW1-S15_2_cg266_5	EetA	EetA	Bacteroidota	0.25881706
KW1-S11_120	KW1-S11_120_cg183_47	EetA	EetA	Proteobacteria	0.34623938
KW1-S08_236	KW1-S08_236_cg500_9	EetA	EetA	Bacteroidota	0.220492649
KW1-S15_306	KW1-S15_306_cg463_20	EetA	EetA	KSB1	0.271841916
KW1-S15_2	KW1-S15_2_cg266_6	EetB	EetB	Bacteroidota	0.25881706
A5-S04_125	A5-S04_125_cg245_6	EetB	EetB	Nitrospinota	0.915304349
A5-S04_30	A5-S04_30_cg252_6	EetB	EetB	Nitrospinota	0.8136465
KW1-S11_120	KW1-S11_120_cg183_48	EetB	EetB	Proteobacteria	0.34623938
KW1-S21_141	KW1-S21_141_cg176_2	Fet3p	Fet3p	Proteobacteria	0.65511743
KW1-S15_144	KW1-S15_144_cg23_10	FmnA	FmnA	Thermoproteota	0.670466961
KW1-S15_2	KW1-S15_2_cg266_1	FmnA	FmnA	Bacteroidota	0.25881706
KW1-S15_306	KW1-S15_306_cg360_4	FmnA	FmnA	KSB1	0.271841916
KW1-S15_112	KW1-S15_112_cg596_2	FmnA	FmnA	Latescibacterota	0.19547142
A5-S03_93	A5-S03_93_cg214_17	FmnB	FmnB	Acidobacteriota	0.441840494
KW1-S05_43	KW1-S05_43_cg441_1	FmnB	FmnB	Myxococcota_A	0.235256853
KW1-S05_43	KW1-S05_43_cg423_4	FmnB	FmnB	Myxococcota_A	0.235256853
KW1-S08_133	KW1-S08_133_cg178_6	FmnB	FmnB	Bacteroidota	0.370033516
KW1-S08_24	KW1-S08_24_cg420_3	FmnB	FmnB	Verrucomicrobiota	0.1502044
KW1-S15_41	KW1-S15_41_cg490_5	FmnB	FmnB	Myxococcota_A	0.21241194
KW1-S08_46	KW1-S08_46_cg232_1	FmnB	FmnB	Proteobacteria	0.135284126
A5-S04_105	A5-S04_105_cg290_8	FmnB	FmnB	Proteobacteria	0.196605762
A5-S04_105	A5-S04_105_cg151_1	FmnB	FmnB	Proteobacteria	0.196605762
KW1-S11_81	KW1-S11_81_cg18_11	FmnB	FmnB	Proteobacteria	0.521556793
KW1-S11_81	KW1-S11_81_cg52_34	FmnB	FmnB	Proteobacteria	0.521556793
KW1-S08_62	KW1-S08_62_cg264_10	FmnB	FmnB	Proteobacteria	0.217866324
KW1-S11_146	KW1-S11_146_cg42_17	FmnB	FmnB	Proteobacteria	2.729152986
KW1-S21_260	KW1-S21_260_cg181_1	FmnB	FmnB	Proteobacteria	0.243632343
KW1-S08_89	KW1-S08_89_cg185_4	FmnB	FmnB	Proteobacteria	0.256331371
KW1-S08_89	KW1-S08_89_cg515_2	FmnB	FmnB	Proteobacteria	0.256331371
KW1-S08_89	KW1-S08_89_cg61_2	FmnB	FmnB	Proteobacteria	0.256331371
KW1-S11_103	KW1-S11_103_cg62_3	FmnB	FmnB	Acidobacteriota	0.234421643
A5-S03_33	A5-S03_33_cg233_9	FmnB	FmnB	Proteobacteria	0.21222155
KW1-S15_234	KW1-S15_234_cg334_4	FmnB	FmnB	Proteobacteria	0.228959717
KW1-S15_234	KW1-S15_234_cg22_4	FmnB	FmnB	Proteobacteria	0.228959717
A5-S04_200	A5-S04_200_cg144_3	FmnB	FmnB	Proteobacteria	0.945031543
A5-S04_200	A5-S04_200_cg17_2	FmnB	FmnB	Proteobacteria	0.945031543
KW1-S21_82	KW1-S21_82_cg16_25	FmnB	FmnB	Proteobacteria	0.247573133
KW1-S11_190	KW1-S11_190_cg20_2	FmnB	FmnB	Gemmatimonadota	0.312577214
KW1-S21_52	KW1-S21_52_cg521_8	FmnB	FmnB	Bacteroidota	0.154834449
KW1-S08_222	KW1-S08_222_cg126_5	FmnB	FmnB	Bacteroidota	0.150504472
KW1-S15_132	KW1-S15_132_cg590_7	FmnB	FmnB	Proteobacteria	0.139503802
KW1-S15_132	KW1-S15_132_cg330_4	FmnB	FmnB	Proteobacteria	0.139503802
KW1-S08_242	KW1-S08_242_cg48_1	FmnB	FmnB	Bacteroidota	0.151103031
KW1-S08_242	KW1-S08_242_cg69_2	FmnB	FmnB	Bacteroidota	0.151103031
KW1-S15_2	KW1-S15_2_cg266_4	FmnB	FmnB	Bacteroidota	0.25881706
A5-S03_163	A5-S03_163_cg109_5	FmnB	FmnB	Proteobacteria	0.58112905
KW1-S15_72	KW1-S15_72_cg247_1	FmnB	FmnB	Proteobacteria	0.309811747
KW1-S15_72	KW1-S15_72_cg147_6	FmnB	FmnB	Proteobacteria	0.309811747
KW1-S15_72	KW1-S15_72_cg280_5	FmnB	FmnB	Proteobacteria	0.309811747
KW1-S15_72	KW1-S15_72_cg211_28	FmnB	FmnB	Proteobacteria	0.309811747
KW1-S08_174	KW1-S08_174_cg49_13	FmnB	FmnB	Acidobacteriota	0.092089279
KW1-S15_23	KW1-S15_23_cg351_7	FmnB	FmnB	Proteobacteria	0.188993937
KW1-S08_226	KW1-S08_226_cg23_5	FmnB	FmnB	Desulfobacterota_D	0.402511216
KW1-S08_198	KW1-S08_198_cg9_14	FmnB	FmnB	Proteobacteria	0.388910899
KW1-S08_198	KW1-S08_198_cg44_30	FmnB	FmnB	Proteobacteria	0.388910899
KW1-S21_189	KW1-S21_189_cg712_2	FmnB	FmnB	Proteobacteria	0.150738168
KW1-S21_189	KW1-S21_189_cg434_3	FmnB	FmnB	Proteobacteria	0.150738168
KW1-S21_189	KW1-S21_189_cg18_5	FmnB	FmnB	Proteobacteria	0.150738168
KW1-S21_189	KW1-S21_189_cg390_7	FmnB	FmnB	Proteobacteria	0.150738168
KW1-S21_189	KW1-S21_189_cg22_1	FmnB	FmnB	Proteobacteria	0.150738168
KW1-S15_279	KW1-S15_279_cg47_48	FmnB	FmnB	Acidobacteriota	0.258526741
KW1-S15_114	KW1-S15_114_cg21_12	FmnB	FmnB	Planctomycetota	0.151523991
KW1-S15_16	KW1-S15_16_cg103_11	FmnB	FmnB	Proteobacteria	0.483535993
KW1-S15_16	KW1-S15_16_cg139_9	FmnB	FmnB	Proteobacteria	0.483535993
KW1-S11_124	KW1-S11_124_cg163_1	FmnB	FmnB	Proteobacteria	0.18954842
KW1-S08_134	KW1-S08_134_cg314_8	FmnB	FmnB	Planctomycetota	0.255114961
KW1-S15_187	KW1-S15_187_cg450_3	FmnB	FmnB	Myxococcota_A	0.32033485
KW1-S15_187	KW1-S15_187_cg194_5	FmnB	FmnB	Myxococcota_A	0.32033485
A5-S03_6	A5-S03_6_cg85_6	FmnB	FmnB	Acidobacteriota	0.346847489
A5-S03_6	A5-S03_6_cg386_7	FmnB	FmnB	Acidobacteriota	0.346847489
A5-S04_70	A5-S04_70_cg405_3	FmnB	FmnB	Bacteroidota	0.148820884
KW1-S15_137	KW1-S15_137_cg699_17	FmnB	FmnB	Proteobacteria	0.217595933
KW1-S15_137	KW1-S15_137_cg335_12	FmnB	FmnB	Proteobacteria	0.217595933
A5-S04_125	A5-S04_125_cg2_4	FmnB	FmnB	Nitrospinota	0.915304349
KW1-S11_109	KW1-S11_109_cg23_7	FmnB	FmnB	Desulfobacterota_D	0.41297887
KW1-S15_266	KW1-S15_266_cg118_7	FmnB	FmnB	Desulfobacterota_D	0.43531638
KW1-S15_97	KW1-S15_97_cg136_2	FmnB	FmnB	Planctomycetota	0.046552284
KW1-S11_65	KW1-S11_65_cg343_7	FmnB	FmnB	Bacteroidota	0.161869829
KW1-S11_65	KW1-S11_65_cg267_3	FmnB	FmnB	Bacteroidota	0.161869829
KW1-S05_53	KW1-S05_53_cg270_5	FmnB	FmnB	Proteobacteria	0.162283196
KW1-S05_53	KW1-S05_53_cg175_9	FmnB	FmnB	Proteobacteria	0.162283196
A5-S04_22	A5-S04_22_cg132_1	FmnB	FmnB	Desulfobacterota_D	0.40288394
A5-S04_22	A5-S04_22_cg204_1	FmnB	FmnB	Desulfobacterota_D	0.40288394
A5-S04_220	A5-S04_220_cg19_23	FmnB	FmnB	Proteobacteria	0.247000614
A5-S04_220	A5-S04_220_cg47_11	FmnB	FmnB	Proteobacteria	0.247000614
A5-S04_30	A5-S04_30_cg132_8	FmnB	FmnB	Nitrospinota	0.8136465
KW1-S15_293	KW1-S15_293_cg12_12	FmnB	FmnB	Proteobacteria	2.563677914
KW1-S15_293	KW1-S15_293_cg48_9	FmnB	FmnB	Proteobacteria	2.563677914
KW1-S21_238	KW1-S21_238_cg92_4	FmnB	FmnB	Proteobacteria	0.48662174
KW1-S21_238	KW1-S21_238_cg126_13	FmnB	FmnB	Proteobacteria	0.48662174
KW1-S21_271	KW1-S21_271_cg73_7	FmnB	FmnB	Desulfobacterota_D	0.400053411
KW1-S21_271	KW1-S21_271_cg32_1	FmnB	FmnB	Desulfobacterota_D	0.400053411
KW1-S15_200	KW1-S15_200_cg282_5	FmnB	FmnB	Planctomycetota	0.198235249
KW1-S15_200	KW1-S15_200_cg62_3	FmnB	FmnB	Planctomycetota	0.198235249
KW1-S11_180	KW1-S11_180_cg296_11	FmnB	FmnB	Acidobacteriota	0.421277266
KW1-S11_180	KW1-S11_180_cg251_8	FmnB	FmnB	Acidobacteriota	0.421277266
KW1-S11_125	KW1-S11_125_cg40_6	FmnB	FmnB	Proteobacteria	0.278560031
KW1-S11_125	KW1-S11_125_cg88_14	FmnB	FmnB	Proteobacteria	0.278560031
KW1-S15_75	KW1-S15_75_cg38_11	FmnB	FmnB	Proteobacteria	0.266347046
KW1-S15_75	KW1-S15_75_cg52_15	FmnB	FmnB	Proteobacteria	0.266347046
KW1-S15_75	KW1-S15_75_cg12_3	FmnB	FmnB	Proteobacteria	0.266347046
KW1-S08_280	KW1-S08_280_cg363_4	FmnB	FmnB	Myxococcota_A	0.242426154
KW1-S05_12	KW1-S05_12_cg50_10	FmnB	FmnB	Proteobacteria	0.508929817
KW1-S05_12	KW1-S05_12_cg130_11	FmnB	FmnB	Proteobacteria	0.508929817
A5-S03_47	A5-S03_47_cg43_7	FmnB	FmnB	Proteobacteria	1.046038871
KW1-S21_85	KW1-S21_85_cg301_2	FmnB	FmnB	Acidobacteriota	0.471338041
KW1-S05_77	KW1-S05_77_cg303_3	FmnB	FmnB	Proteobacteria	0.200084434
A5-S04_114	A5-S04_114_cg90_4	FmnB	FmnB	Proteobacteria	0.645045786
KW1-S15_197	KW1-S15_197_cg143_2	FmnB	FmnB	Acidobacteriota	0.464666561
KW1-S15_197	KW1-S15_197_cg128_5	FmnB	FmnB	Acidobacteriota	0.464666561
KW1-S05_110	KW1-S05_110_cg292_3	FmnB	FmnB	Proteobacteria	0.213011789
KW1-S11_120	KW1-S11_120_cg183_46	FmnB	FmnB	Proteobacteria	0.34623938
KW1-S21_231	KW1-S21_231_cg45_19	FmnB	FmnB	Proteobacteria	0.225042987
KW1-S21_231	KW1-S21_231_cg496_4	FmnB	FmnB	Proteobacteria	0.225042987
KW1-S15_96	KW1-S15_96_cg124_4	FmnB	FmnB	Proteobacteria	0.211919719
KW1-S15_96	KW1-S15_96_cg423_1	FmnB	FmnB	Proteobacteria	0.211919719
KW1-S05_148	KW1-S05_148_cg108_1	FmnB	FmnB	Desulfobacterota_D	0.425532171
KW1-S08_236	KW1-S08_236_cg500_8	FmnB	FmnB	Bacteroidota	0.220492649
KW1-S05_58	KW1-S05_58_cg150_3	FmnB	FmnB	Proteobacteria	0.230811317
KW1-S05_58	KW1-S05_58_cg183_5	FmnB	FmnB	Proteobacteria	0.230811317
KW1-S15_267	KW1-S15_267_cg473_3	FmnB	FmnB	Myxococcota	0.183219153
KW1-S11_24	KW1-S11_24_cg524_3	FmnB	FmnB	SAR324	0.305641044
KW1-S15_306	KW1-S15_306_cg463_21	FmnB	FmnB	KSB1	0.271841916
KW1-S15_306	KW1-S15_306_cg67_10	FmnB	FmnB	KSB1	0.271841916
KW1-S08_128	KW1-S08_128_cg18_4	FmnB	FmnB	Proteobacteria	0.997859153
KW1-S08_128	KW1-S08_128_cg7_7	FmnB	FmnB	Proteobacteria	0.997859153
A5-S04_187	A5-S04_187_cg207_10	FmnB	FmnB	Proteobacteria	0.311531731
A5-S04_187	A5-S04_187_cg111_8	FmnB	FmnB	Proteobacteria	0.311531731
KW1-S15_218	KW1-S15_218_cg56_13	FmnB	FmnB	Nitrospirota	0.254122957
KW1-S15_218	KW1-S15_218_cg387_7	FmnB	FmnB	Nitrospirota	0.254122957
KW1-S15_112	KW1-S15_112_cg529_4	FmnB	FmnB	Latescibacterota	0.19547142
KW1-S11_156	KW1-S11_156_cg208_2	FmnB	FmnB	Acidobacteriota	0.230362164
A5-S03_18	A5-S03_18_cg397_4	FmnB	FmnB	Myxococcota_A	0.260539826
A5-S03_18	A5-S03_18_cg267_2	FmnB	FmnB	Myxococcota_A	0.260539826
A5-S03_156	A5-S03_156_cg192_4	FoxY	FoxY	Proteobacteria	0.294276124
KW1-S21_115	KW1-S21_115_cg166_4	FoxY	FoxY	Proteobacteria	0.395452669
KW1-S15_98	KW1-S15_98_cg281_3	FoxY	FoxY	Proteobacteria	0.307551094
KW1-S21_144	KW1-S21_144_cg168_4	FoxZ	FoxZ	SAR324	0.075586438
KW1-S15_135	KW1-S15_135_cg292_4	FoxZ	FoxZ	Proteobacteria	0.224710204
KW1-S08_62	KW1-S08_62_cg158_4	FoxZ	FoxZ	Proteobacteria	0.217866324
KW1-S11_146	KW1-S11_146_cg92_21	FoxZ	FoxZ	Proteobacteria	2.729152986
KW1-S21_260	KW1-S21_260_cg310_5	FoxZ	FoxZ	Proteobacteria	0.243632343
KW1-S15_8	KW1-S15_8_cg206_7	FoxZ	FoxZ	Proteobacteria	0.503847403
KW1-S15_234	KW1-S15_234_cg248_3	FoxZ	FoxZ	Proteobacteria	0.228959717
KW1-S08_229	KW1-S08_229_cg139_3	FoxZ	FoxZ	SAR324	0.071125272
KW1-S11_124	KW1-S11_124_cg49_3	FoxZ	FoxZ	Proteobacteria	0.18954842
KW1-S15_187	KW1-S15_187_cg16_3	FoxZ	FoxZ	Myxococcota_A	0.32033485
A5-S03_68	A5-S03_68_cg399_3	FoxZ	FoxZ	Proteobacteria	4.440532729
A5-S03_29	A5-S03_29_cg205_4	FoxZ	FoxZ	Proteobacteria	5.912903529
A5-S04_155	A5-S04_155_cg288_7	FoxZ	FoxZ	Proteobacteria	0.488820379
A5-S03_100	A5-S03_100_cg316_2	FoxZ	FoxZ	Proteobacteria	0.5208484
A5-S04_131	A5-S04_131_cg91_2	FoxZ	FoxZ	Planctomycetota	0.265482666
KW1-S08_186	KW1-S08_186_cg333_7	FoxZ	FoxZ	Proteobacteria	0.599157071
KW1-S15_117	KW1-S15_117_cg343_4	FoxZ	FoxZ	SAR324	0.078088514
KW1-S05_77	KW1-S05_77_cg283_3	FoxZ	FoxZ	Proteobacteria	0.200084434
KW1-S11_176	KW1-S11_176_cg82_7	FoxZ	FoxZ	Proteobacteria	0.49031732
KW1-S05_58	KW1-S05_58_cg234_6	FoxZ	FoxZ	Proteobacteria	0.230811317
KW1-S21_242	KW1-S21_242_cg286_7	FoxZ	FoxZ	Proteobacteria	0.231691679
A5-S04_187	A5-S04_187_cg238_7	FoxZ	FoxZ	Proteobacteria	0.311531731
A5-S04_77	A5-S04_77_cg48_2	FoxZ	FoxZ	SAR324	0.072210886
KW1-S21_138	KW1-S21_138_cg199_7	FoxZ	FoxZ	Proteobacteria	0.538949973
A5-S04_187	A5-S04_187_cg1_5	merA	MerA	Proteobacteria	0.311531731
KW1-S15_132	KW1-S15_132_cg648_3	merA	MerA	Proteobacteria	0.139503802
KW1-S15_137	KW1-S15_137_cg342_3	merA	MerA	Proteobacteria	0.217595933
A5-S04_114	A5-S04_114_cg168_7	merA	MerA	Proteobacteria	0.645045786
KW1-S15_96	KW1-S15_96_cg188_16	merA	MerA	Proteobacteria	0.211919719
KW1-S08_89	KW1-S08_89_cg151_1	merA	MerA	Proteobacteria	0.256331371
KW1-S08_174	KW1-S08_174_cg53_3	merA	MerA	Acidobacteriota	0.092089279
KW1-S15_135	KW1-S15_135_cg39_2	merA	MerA	Proteobacteria	0.224710204
A5-S04_187	A5-S04_187_cg77_3	merA	MerA	Proteobacteria	0.311531731
A5-S04_187	A5-S04_187_cg341_9	merA	MerA	Proteobacteria	0.311531731
KW1-S11_109	KW1-S11_109_cg137_3	merA	MerA	Desulfobacterota_D	0.41297887
KW1-S15_200	KW1-S15_200_cg416_1	merA	MerA	Planctomycetota	0.198235249
KW1-S21_260	KW1-S21_260_cg50_6	merA	MerA	Proteobacteria	0.243632343
KW1-S21_260	KW1-S21_260_cg82_6	merA	MerA	Proteobacteria	0.243632343
KW1-S15_187	KW1-S15_187_cg99_9	merA	MerA	Myxococcota_A	0.32033485
KW1-S15_187	KW1-S15_187_cg135_4	merA	MerA	Myxococcota_A	0.32033485
KW1-S15_267	KW1-S15_267_cg186_3	merA	MerA	Myxococcota	0.183219153
KW1-S15_267	KW1-S15_267_cg232_9	merA	MerA	Myxococcota	0.183219153
KW1-S15_267	KW1-S15_267_cg482_8	merA	MerA	Myxococcota	0.183219153
A5-S03_33	A5-S03_33_cg268_6	merA	MerA	Proteobacteria	0.21222155
A5-S04_77	A5-S04_77_cg314_29	merA	MerA	SAR324	0.072210886
A5-S04_77	A5-S04_77_cg437_5	merA	MerA	SAR324	0.072210886
A5-S03_47	A5-S03_47_cg89_5	merA	MerA	Proteobacteria	1.046038871
A5-S03_47	A5-S03_47_cg205_11	merA	MerA	Proteobacteria	1.046038871
A5-S03_29	A5-S03_29_cg190_4	merA	MerA	Proteobacteria	5.912903529
A5-S03_29	A5-S03_29_cg305_13	merA	MerA	Proteobacteria	5.912903529
KW1-S05_81	KW1-S05_81_cg24_46	merA	MerA	Planctomycetota	0.782253657
A5-S04_220	A5-S04_220_cg67_13	merA	MerA	Proteobacteria	0.247000614
A5-S04_220	A5-S04_220_cg121_1	merA	MerA	Proteobacteria	0.247000614
KW1-S05_43	KW1-S05_43_cg85_3	merA	MerA	Myxococcota_A	0.235256853
KW1-S05_43	KW1-S05_43_cg248_3	merA	MerA	Myxococcota_A	0.235256853
KW1-S21_141	KW1-S21_141_cg20_36	merA	MerA	Proteobacteria	0.65511743
KW1-S21_141	KW1-S21_141_cg271_5	merA	MerA	Proteobacteria	0.65511743
KW1-S21_141	KW1-S21_141_cg780_3	merA	MerA	Proteobacteria	0.65511743
A5-S04_112	A5-S04_112_cg43_24	merA	MerA	Gemmatimonadota	0.186611123
A5-S03_147	A5-S03_147_cg140_2	merA	MerA	Actinobacteriota	0.314260634
KW1-S11_124	KW1-S11_124_cg17_6	merA	MerA	Proteobacteria	0.18954842
KW1-S11_124	KW1-S11_124_cg365_6	merA	MerA	Proteobacteria	0.18954842
KW1-S15_23	KW1-S15_23_cg69_11	merA	MerA	Proteobacteria	0.188993937
KW1-S15_23	KW1-S15_23_cg353_2	merA	MerA	Proteobacteria	0.188993937
KW1-S15_23	KW1-S15_23_cg353_5	merA	MerA	Proteobacteria	0.188993937
KW1-S11_145	KW1-S11_145_cg107_4	merA	MerA	Proteobacteria	0.172071763
KW1-S11_145	KW1-S11_145_cg180_7	merA	MerA	Proteobacteria	0.172071763
KW1-S11_145	KW1-S11_145_cg333_6	merA	MerA	Proteobacteria	0.172071763
KW1-S21_238	KW1-S21_238_cg19_18	merA	MerA	Proteobacteria	0.48662174
A5-S04_18	A5-S04_18_cg23_3	merA	MerA	Acidobacteriota	0.199671379
KW1-S21_138	KW1-S21_138_cg120_3	merA	MerA	Proteobacteria	0.538949973
KW1-S21_138	KW1-S21_138_cg165_3	merA	MerA	Proteobacteria	0.538949973
KW1-S11_81	KW1-S11_81_cg117_35	merA	MerA	Proteobacteria	0.521556793
KW1-S15_114	KW1-S15_114_cg47_43	merA	MerA	Planctomycetota	0.151523991
KW1-S15_234	KW1-S15_234_cg200_9	merA	MerA	Proteobacteria	0.228959717
KW1-S15_234	KW1-S15_234_cg256_6	merA	MerA	Proteobacteria	0.228959717
A5-S03_68	A5-S03_68_cg67_3	merA	MerA	Proteobacteria	4.440532729
A5-S03_68	A5-S03_68_cg247_1	merA	MerA	Proteobacteria	4.440532729
A5-S03_68	A5-S03_68_cg391_3	merA	MerA	Proteobacteria	4.440532729
KW1-S05_127	KW1-S05_127_cg34_8	merA	MerA	Desulfobacterota_B	0.923471411
KW1-S05_127	KW1-S05_127_cg102_7	merA	MerA	Desulfobacterota_B	0.923471411
KW1-S05_127	KW1-S05_127_cg182_4	merA	MerA	Desulfobacterota_B	0.923471411
KW1-S05_141	KW1-S05_141_cg87_11	merA	MerA	SAR324	0.076622328
KW1-S05_141	KW1-S05_141_cg239_3	merA	MerA	SAR324	0.076622328
KW1-S11_176	KW1-S11_176_cg5_6	merA	MerA	Proteobacteria	0.49031732
KW1-S15_126	KW1-S15_126_cg336_3	merA	MerA	Desulfobacterota_B	0.830950853
A5-S04_119	A5-S04_119_cg270_14	merA	MerA	Desulfobacterota_B	0.92977853
KW1-S15_72	KW1-S15_72_cg10_1	merA	MerA	Proteobacteria	0.309811747
